Название,Тип,Родитель ID,Стеллаж,Полка,Номер документа,Дата подписания,Расположение,Категория
Коробка 4Б3,Коробка,,Б,3,,,Коробка 'Коробка 4Б3' / Полка 3 / Стеллаж Б,
"Присоединение энергопринимающих устройств заявителя - жилая застройка с комплексом социальных объектов (жилые дома: корп. 1,2,3,9,10, наземный паркинг на 30 машин (корп. А1), наружное освещение (ЩНО-1, 1.1) по адресу: МО, г. Котельники, мкр. Белая Дача, между ул. Кузьминской, Центральной аллеей, 1-м Покровским проездом и Кузьминским лесопарком. кад. №50:22%0050102:8309. План трассы.",Документ,839b0ced-59f3-4014-8f62-db669339b879,,,3714-19-ЭС,,Коробка 'Коробка 4Б3' / Полка 3 / Стеллаж Б,
"Вынос существующих наружных сетей из пятна застройки корпусов 3, 4 для объекта: жилая застройка с комплексом социальных объектов, расположенная по адресу: МО, г. Котельники, мкр. Белая Дача. Вид строительства: новое строительство. Рабочая документация. Тепломеханические решения тепловых сетей.",Документ,839b0ced-59f3-4014-8f62-db669339b879,,,151П/18-ТС,2018,Коробка 'Коробка 4Б3' / Полка 3 / Стеллаж Б,
"Исполнительная документация по объекту: Жилая застройка с комплексом социальных объектов, расположенная по адресу: МО, г. Котельники, мкр. Белая Дача, между ул. кузьминской, Центральной аллеей, 1-м Покровским проездом и Кузьминским лесопарком. Вынос существующих наружных сетей из пятна застройки корпусов 3, 4. Теплосеть. Байпас. Акты ТС-б/1 - ТС-б/11.",Документ,839b0ced-59f3-4014-8f62-db669339b879,,,151П/18-ТС,2019,Коробка 'Коробка 4Б3' / Полка 3 / Стеллаж Б,
"Исполнительная документация по объекту: Жилая застройка с комплексом социальных объектов, расположенная по адресу: МО, г. Котельники, мкр. Белая Дача, между ул. кузьминской, Центральной аллеей, 1-м Покровским проездом и Кузьминским лесопарком. Вынос существующих наружных сетей из пятна застройки корпусов 3,4. Теплосеть. акты ТС-1 - ТС-21.",Документ,839b0ced-59f3-4014-8f62-db669339b879,,,151П/18-ТС,2019,Коробка 'Коробка 4Б3' / Полка 3 / Стеллаж Б,
"Перекладка сети хозяйственно-бытовой канализации по адресу: МО, г. котельники, мкр. Белая Дача. Рабочая документация. наружные сети канализации.",Документ,839b0ced-59f3-4014-8f62-db669339b879,,,166П/19-НВК,2019,Коробка 'Коробка 4Б3' / Полка 3 / Стеллаж Б,
"Исполнительная документация по объекту: Жилая застройка с комплексом социальных объектов, расположенная по адресу: МО, г. Котельники, мкр. Белая Дача, между ул. кузьминской, Центральной аллеей, 1-м Покровским проездом и Кузьминским лесопарком. Вынос существующих наружных сетей из пятна застройки корпусов 3,4. Теплосеть. Акты ТС-1 - ТС-21.",Документ,839b0ced-59f3-4014-8f62-db669339b879,,,151П/18-ТС,2019,Коробка 'Коробка 4Б3' / Полка 3 / Стеллаж Б,
"Рабочая документация по объекту: Жилая застройка с комплексом социальных объектов, расположенная по адресу: МО, г. Котельники, мкр. Белая Дача, между ул. кузьминской, Центральной аллеей, 1-м Покровским проездом и Кузьминским лесопарком. Вынос существующих наружных сетей из пятна застройки корпусов 3,4. Тепломеханические решения тепловых сетей.",Документ,839b0ced-59f3-4014-8f62-db669339b879,,,151П/18-ТС,2018,Коробка 'Коробка 4Б3' / Полка 3 / Стеллаж Б,
"Реконструкция ЦТП-3, расположенной по адресу: МО, г. Котельники, мкр. Белая Дача. Рабочая документация. Вторичный узел учета тепловой энергии и теплоносителя.",Документ,839b0ced-59f3-4014-8f62-db669339b879,,,153П/18-УУ2,2018,Коробка 'Коробка 4Б3' / Полка 3 / Стеллаж Б,
"Реконструкция ЦТП-3, расположенный по адресу: МО, г. Котельники, мкр. Белая Дача. Рабочая документация. Автоматизация.",Документ,839b0ced-59f3-4014-8f62-db669339b879,,,153П/18-АТМ,2018,Коробка 'Коробка 4Б3' / Полка 3 / Стеллаж Б,
"Реконструкция ЦТП-3, расположенный по адресу: МО, г. Котельники, мкр. Белая Дача. Рабочая документация. ИТП. Тепломеханическая часть.",Документ,839b0ced-59f3-4014-8f62-db669339b879,,,153П/18-ИТП.ТМ,2018,Коробка 'Коробка 4Б3' / Полка 3 / Стеллаж Б,
"Реконструкция ЦТП-3, расположенный по адресу: МО, г. Котельники, мкр. Белая Дача. Рабочая документация. Внутреннее электрооборудование.",Документ,839b0ced-59f3-4014-8f62-db669339b879,,,153П/18-ЭМ,2018,Коробка 'Коробка 4Б3' / Полка 3 / Стеллаж Б,
"Рабочая документация по объекту: Жилая застройка с комплексом социальных объектов, расположенная по адресу: МО, г. Котельники, мкр. Белая Дача, между ул. кузьминской, Центральной аллеей, 1-м Покровским проездом и Кузьминским лесопарком. Жилой дом корпус 2. ИТП. Тепломеханическая часть. Основной комплект рабочих чертежей.",Документ,839b0ced-59f3-4014-8f62-db669339b879,,,03-БД1-ПИР-2-Р-ИТП.ТМ,2019,Коробка 'Коробка 4Б3' / Полка 3 / Стеллаж Б,
"Рабочая документация по объекту: Жилая застройка с комплексом социальных объектов, расположенная по адресу: МО, г. Котельники, мкр. Белая Дача, между ул. кузьминской, Центральной аллеей, 1-м Покровским проездом и Кузьминским лесопарком. Жилой дом корпус 1. ИТП. Узел учета тепла на вводе теплосети в ИТП. Основной комплект рабочих чертежей.",Документ,839b0ced-59f3-4014-8f62-db669339b879,,,02-БД1-ПИР-1-Р-ИТП.УУТ1,2019,Коробка 'Коробка 4Б3' / Полка 3 / Стеллаж Б,
"Рабочая документация по объекту: Жилая застройка с комплексом социальных объектов, расположенная по адресу: МО, г. Котельники, мкр. Белая Дача, между ул. кузьминской, Центральной аллеей, 1-м Покровским проездом и Кузьминским лесопарком. Жилой дом корпус 2. ИТП. Проект узла учета тепла на вводе теплосети. Основной комплект рабочих чертежей.",Документ,839b0ced-59f3-4014-8f62-db669339b879,,,03-БД1-ПИР-2-Р-ИТП.УУТ1,2019,Коробка 'Коробка 4Б3' / Полка 3 / Стеллаж Б,
"Перекладка сети хозяйственно-бытовой канализации по адресу: МО, г. Котельники, мкр. Белая Дача. Рабочая документация. Наружные сети канализации.",Документ,839b0ced-59f3-4014-8f62-db669339b879,,,166П/19-НВК,2019,Коробка 'Коробка 4Б3' / Полка 3 / Стеллаж Б,
"Рабочая документация по объекту: Жилая застройка с комплексом социальных объектов, расположенная по адресу: МО, г. Котельники, мкр. Белая Дача, между ул. кузьминской, Центральной аллеей, 1-м Покровским проездом и Кузьминским лесопарком. Вынос существующих наружных сетей из пятна застройки корпусов 3,4. Наружные сети канализации.",Документ,839b0ced-59f3-4014-8f62-db669339b879,,,151П/18-НВК,2018,Коробка 'Коробка 4Б3' / Полка 3 / Стеллаж Б,
Коробка 1Б4,Коробка,,Б,4,,,Коробка 'Коробка 1Б4' / Полка 4 / Стеллаж Б,
"Вынос сетей канализации из пятна застройки корп 11, 12 мкр. Ковровый. ООО Инж Строй",Документ,758718eb-a0d1-4531-b2ac-af9b2a1eab5f,,,"НК1, 380",15.02.2023,Коробка 'Коробка 1Б4' / Полка 4 / Стеллаж Б,
"Подключение к централизованной системе холодного водоснабжения объекта: Жилой комплекс по адресу: МО, г. котельники, участок 6/11. План сетей. лист 2",Документ,758718eb-a0d1-4531-b2ac-af9b2a1eab5f,,,НВ,,Коробка 'Коробка 1Б4' / Полка 4 / Стеллаж Б,
"Подключение к централизованной системе холодного водоснабжения объекта: Жилой комплекс по адресу: МО, г. котельники, участок 6/11. План сетей. лист 5",Документ,758718eb-a0d1-4531-b2ac-af9b2a1eab5f,,,НВ,,Коробка 'Коробка 1Б4' / Полка 4 / Стеллаж Б,
"Подключение к централизованной системе холодного водоснабжения объекта: Жилой комплекс по адресу: МО, г. котельники, участок 6/11. План сетей. лист 4",Документ,758718eb-a0d1-4531-b2ac-af9b2a1eab5f,,,НВ,,Коробка 'Коробка 1Б4' / Полка 4 / Стеллаж Б,
"Подключение к централизованной системе холодного водоснабжения объекта: Жилой комплекс по адресу: МО, г. котельники, участок 6/11. План сетей. лист 3",Документ,758718eb-a0d1-4531-b2ac-af9b2a1eab5f,,,НВ,,Коробка 'Коробка 1Б4' / Полка 4 / Стеллаж Б,
"ООО МонолитСтрой. Вынос сетей отопления и ГВС из пятна застройки Корпуса 5,6,7,8 мкр. Ковровый. Исполнительная документация. Устройство тепловой сети",Документ,758718eb-a0d1-4531-b2ac-af9b2a1eab5f,,,РД 5772-5/6/7/8-21-ТС,2022,Коробка 'Коробка 1Б4' / Полка 4 / Стеллаж Б,
"АО Тепловодомер. Счетчики воды турбинные ВСХН, ВСХНд, ВСГН, ВСТН. Паспорт.",Документ,758718eb-a0d1-4531-b2ac-af9b2a1eab5f,,,ПС 4213-201-18151455-2014,,Коробка 'Коробка 1Б4' / Полка 4 / Стеллаж Б,
"Строительство наружных сетей дождевой канализации для жилого комплекса по адресу: МО, г. Котельники, участок 6/11. Рабочая документация. Наружные сети дождевой канализации.",Документ,758718eb-a0d1-4531-b2ac-af9b2a1eab5f,,,1-38-20-НК2,2021,Коробка 'Коробка 1Б4' / Полка 4 / Стеллаж Б,
"Строительство наружных сетей дождевой канализации для жилого комплекса по адресу: МО, г. Котельники, участок 6/11. Рабочая документация. Наружные сети дождевой канализации.",Документ,758718eb-a0d1-4531-b2ac-af9b2a1eab5f,,,1-38-20-НК2,2021,Коробка 'Коробка 1Б4' / Полка 4 / Стеллаж Б,
Коробка 2Б4,Коробка,,Б,4,,,Коробка 'Коробка 2Б4' / Полка 4 / Стеллаж Б,
"ПАО Группа компаний ПИК. Жилой комплекс по адресу: МО, г. Котельники, участок 6/11, корпус №4, корпус №5. Рабочая документация. Внутриплощадочные сети ливневой канализации. Жилой комплекс. Корпус 4,5.",Документ,bac22f7b-d317-4ba8-a576-1adf111cfdac,,,"06-БД-ПИР/2018-Р-4,5-НК2",2019,Коробка 'Коробка 2Б4' / Полка 4 / Стеллаж Б,
"ПАО Группа компаний ПИК. Жилой комплекс по адресу: МО, г. Котельники, участок 6/11, корпус 7.1,7.2. Рабочая документация. Внутриплощадочные сети ливневой канализации. Жилой комплекс. корпус 7.1,7.2.",Документ,bac22f7b-d317-4ba8-a576-1adf111cfdac,,,"06-БД-ПИР/2018-Р-7.1,7.2-НК2",01.02.2019,Коробка 'Коробка 2Б4' / Полка 4 / Стеллаж Б,
"ПАО группа компаний ПИК. Дошкольная образовательная организация на 350 мест по адресу: МО, г. котельники, участок 6/11, корпус №28. Рабочая документация. Внутриплощадочные сети ливневой канализации корпус 28.",Документ,bac22f7b-d317-4ba8-a576-1adf111cfdac,,,06-БД-ПИР/2018-Р-28-НК2,08.02.2019,Коробка 'Коробка 2Б4' / Полка 4 / Стеллаж Б,
"ПАО группа компаний ПИК. Жилой комплекс по адресу: МО, г. котельники, участок 6/11, корпус 1,2. Рабочая документация. Внтриплощадочные сети ливневой канализации жилой комплекс корпус 1,2.",Документ,bac22f7b-d317-4ba8-a576-1adf111cfdac,,,"06-БД-ПИР/2018-Р-1,2-НК2",2018,Коробка 'Коробка 2Б4' / Полка 4 / Стеллаж Б,
"ПАО группа компаний ПИК. Жилой комплекс по адресу: МО, г. Котельники, участок 6/11, корпус 3,6. Рабочая документация. Внутриплощадочные сети ливневой канализации жилой комплекс корпус 3,6",Документ,bac22f7b-d317-4ba8-a576-1adf111cfdac,,,"06-БД-ПИР/2018-Р-3,6-НК2",2018,Коробка 'Коробка 2Б4' / Полка 4 / Стеллаж Б,
"ПАО группа компаний ПИК.  Жилой комплекс по адресу: МО, г. Котельники, участок 6/11, корпус 1,2. Рабочая документация. Внутриплощадочные сети водоснабжения жилой комплекс корпус 1,2.",Документ,bac22f7b-d317-4ba8-a576-1adf111cfdac,,,"06-БД-ПИР/2018-Р-1,2-НВ1",2018,Коробка 'Коробка 2Б4' / Полка 4 / Стеллаж Б,
"ПАО группа компаний ПИК. Жилая застройка с комплексом социальных объектов, расположенная по адресу: МО, г. Котельники, участок 6/11. Наружные сети связи Сети связи Вынос из зоны строительства. Ситуационный план.",Документ,bac22f7b-d317-4ba8-a576-1adf111cfdac,,,,,Коробка 'Коробка 2Б4' / Полка 4 / Стеллаж Б,
"ПАО группа компаний ПИК. Жилая застройка с комплексом социальных объектов, расположенная по адресу: МО, г. Котельники, участок 6/11. Наружные сети связи сети связи Вынос из зоны строительства. План трассы кабельной канализации. Лист 3/4",Документ,bac22f7b-d317-4ba8-a576-1adf111cfdac,,,,,Коробка 'Коробка 2Б4' / Полка 4 / Стеллаж Б,
"ПАО группа компаний ПИК. Жилой комплекс по адресу: МО, г. Котельники, участок 6/11, корпус 7.1,7.2. рабочая документация. Внутриплощадочные сети водоснабжения. Жилой комплекс. Корпус 7.1,7.2.",Документ,bac22f7b-d317-4ba8-a576-1adf111cfdac,,,"06-БД-ПИР/2018-Р-7.1,7.2-НВ1",21.08.2019,Коробка 'Коробка 2Б4' / Полка 4 / Стеллаж Б,
"ПАО группа компаний ПИК. Жилой комплекс по адресу: МО, г. Котельники, участок 6/11, корпус 7.1,7.2. рабочая документация. Внутриплощадочные сети водоснабжения жилой комплекс корпус 7.1,7.2.",Документ,bac22f7b-d317-4ba8-a576-1adf111cfdac,,,"06-БД-ПИР/2018-Р-7.1,7.2-НВ1",07.02.2019,Коробка 'Коробка 2Б4' / Полка 4 / Стеллаж Б,
"ПАО группа компаний ПИК. Жилая застройка с комплексом социальных объектов, расположенная по адресу: МО, г. Котельники, участок 6/11. Наружные сети связи сети связи Вынос из зоны строительства. План трассы кабельной канализации. Лист 4/4",Документ,bac22f7b-d317-4ba8-a576-1adf111cfdac,,,,,Коробка 'Коробка 2Б4' / Полка 4 / Стеллаж Б,
"ПАО группа компаний ПИК. Жилой комплекс по адресу: МО, г. Котельники, участок 6/11, корпус №3,6. Рабочая документация. Внутриплощадочные сети водоснабжения жилой комплекс корпус 3,6.",Документ,bac22f7b-d317-4ba8-a576-1adf111cfdac,,,"06-БД-ПИР/2018-Р-3,6-НВ1",2018,Коробка 'Коробка 2Б4' / Полка 4 / Стеллаж Б,
"ПАО группа компаний ПИК. Жилой комплекс по адресу: МО, г. Котельники, участок 6/11, корпус 4,5. Рабочая документация, Внутриплощадочные сети водоснабжения жилой комплекс корпус 4,5.",Документ,bac22f7b-d317-4ba8-a576-1adf111cfdac,,,"06-БД-ПИР/2018-Р-4,5-НВ1",2019,Коробка 'Коробка 2Б4' / Полка 4 / Стеллаж Б,
"ПАО группа компаний ПИК. Жилой комплекс по адресу: МО, г. Котельники, участок 6/11, корпус 19.1,19.2. рабочая документация. Внутриплощадочные сети водоснабжения жилой комплекс корпус 19.1,19.2.",Документ,bac22f7b-d317-4ba8-a576-1adf111cfdac,,,"01-БД-ПИР/2018-Р-19.1,19.2-НВ1",2019,Коробка 'Коробка 2Б4' / Полка 4 / Стеллаж Б,
"ПАО группа компаний ПИК. Жилой комплекс по адресу: МО, г. Котельники, участок 6/11, корпус 1,2. рабочая документация. Внутриплощадочные сети бытовой канализации жилой комплекс корпус 1,2.",Документ,bac22f7b-d317-4ba8-a576-1adf111cfdac,,,"06-БД-ПИР/2018-Р-1,2-НК1",01.02.2019,Коробка 'Коробка 2Б4' / Полка 4 / Стеллаж Б,
"ПАО группа компаний ПИК. Жилой комплекс по адресу: МО, г. Котельники, участок 6/11, корпус 19.1,19.2. рабочая документация. Внутриплощадочные сети бытовой канализации жилой комплекс корпус 19.1,19.2.",Документ,bac22f7b-d317-4ba8-a576-1adf111cfdac,,,"01-БД-ПИР/2018-Р-19.1,19.2-НК1",2019,Коробка 'Коробка 2Б4' / Полка 4 / Стеллаж Б,
"Корректировки в рабочую документацию: №01-БД-ПИР/2018-Р-19.1, 19.2-НК2, 06-БД-ПИР/2018-Р-28-НК2, 06-БД-ПИР/2018-Р-4,5-НК2.",Документ,bac22f7b-d317-4ba8-a576-1adf111cfdac,,,1683,15.10.2019,Коробка 'Коробка 2Б4' / Полка 4 / Стеллаж Б,
"ПАО группа компаний ПИК. Дошкольная образовательная организация на 350 мест по адресу: МО, г. котельники, участок 6/11, корпус №28. Рабочая документация. Внутриплощадочные сети бытовой канализации корпус 28.",Документ,bac22f7b-d317-4ba8-a576-1adf111cfdac,,,06-БД-ПИР/2018-Р-28-НК1,2019,Коробка 'Коробка 2Б4' / Полка 4 / Стеллаж Б,
"ПАО группа компаний ПИК. Жилой комплекс по адресу: МО, г. Котельники, участок 6/11, корпус 3,6. Рабочая документация. Внутриплощадочные сети бытовой канализации жилой комплекс корпус 3,6",Документ,bac22f7b-d317-4ba8-a576-1adf111cfdac,,,"06-БД-ПИР/2018-Р-3,6-НК1",2018,Коробка 'Коробка 2Б4' / Полка 4 / Стеллаж Б,
"ПАО Группа компаний ПИК. Жилой комплекс по адресу: МО, г. Котельники, участок 6/11, корпус 7.1,7.2. Рабочая документация. Внутриплощадочные сети бытовой канализации. Жилой комплекс. корпус 7.1,7.2.",Документ,bac22f7b-d317-4ba8-a576-1adf111cfdac,,,"06-БД-ПИР/2018-Р-7.1,7.2-НК1",01.02.2019,Коробка 'Коробка 2Б4' / Полка 4 / Стеллаж Б,
"ПАО группа компаний ПИК. Дошкольная образовательная организация на 350 мест по адресу: МО, г. котельники, участок 6/11, корпус №28. Рабочая документация. Внутриплощадочные сети водоснабжения корпус 28.",Документ,bac22f7b-d317-4ba8-a576-1adf111cfdac,,,06-БД-ПИР/2018-Р-28-НВ1,2019,Коробка 'Коробка 2Б4' / Полка 4 / Стеллаж Б,
"Жилой комплекс по адресу: МО, г. Котельники, участок 6/11 корпус 7.1,7.2. Внутриплощадочные сети ливневой канализации. жилой комплекс корпус 7.1,7.2. Ситуационный план",Документ,bac22f7b-d317-4ba8-a576-1adf111cfdac,,,"06-БД-ПИР/2018-Р-7.1,7.2-НК2",31.05.2019,Коробка 'Коробка 2Б4' / Полка 4 / Стеллаж Б,
"ПАО группа компаний ПИК. Жилая застройка с комплексом социальных объектов, расположенная по адресу: МО, г. Котельники, участок 6/11. Наружные сети связи сети связи Вынос из зоны строительства. План трассы кабельной канализации. Лист 2/4",Документ,bac22f7b-d317-4ba8-a576-1adf111cfdac,,,,,Коробка 'Коробка 2Б4' / Полка 4 / Стеллаж Б,
Коробка 3Б4,Коробка,,Б,4,,,Коробка 'Коробка 3Б4' / Полка 4 / Стеллаж Б,
"Строительства объекта Филиал Котельники государственного казенного учреждения здравоохранения московской области Центр по профилактике и борьбе со СПИДом и инфекционными заболеваниями для амбулаторного приема взрослых и детей на 360 посещений в смену по адресу: г. Котельники, мкр. Силикат д.41А.Рабочая документация. Наружные тепловые сети.",Документ,b2ac1302-dda0-4f0b-974d-c4f9e7d8a8a5,,,5793-41А-22-ТС,2022,Коробка 'Коробка 3Б4' / Полка 4 / Стеллаж Б,
"Строительства объекта Филиал Котельники государственного казенного учреждения здравоохранения московской области Центр по профилактике и борьбе со СПИДом и инфекционными заболеваниями для амбулаторного приема взрослых и детей на 360 посещений в смену по адресу: г. Котельники, мкр. Силикат д.41А.Рабочая документация. Наружные тепловые сети.",Документ,b2ac1302-dda0-4f0b-974d-c4f9e7d8a8a5,,,5793-41А-22-ТС,07.12.2022,Коробка 'Коробка 3Б4' / Полка 4 / Стеллаж Б,
"Строительства объекта Филиал Котельники государственного казенного учреждения здравоохранения московской области Центр по профилактике и борьбе со СПИДом и инфекционными заболеваниями для амбулаторного приема взрослых и детей на 360 посещений в смену по адресу: г. Котельники, мкр. Силикат д.41А.Рабочая документация. Наружные тепловые сети.",Документ,b2ac1302-dda0-4f0b-974d-c4f9e7d8a8a5,,,5793-41А-22-ТС,07.12.2022,Коробка 'Коробка 3Б4' / Полка 4 / Стеллаж Б,
"Строительства объекта Филиал Котельники государственного казенного учреждения здравоохранения московской области Центр по профилактике и борьбе со СПИДом и инфекционными заболеваниями для амбулаторного приема взрослых и детей на 360 посещений в смену по адресу: г. Котельники, мкр. Силикат д.41А.Рабочая документация. Наружные тепловые сети. Старый вариант",Документ,b2ac1302-dda0-4f0b-974d-c4f9e7d8a8a5,,,5793-41А-22-ТС,2022,Коробка 'Коробка 3Б4' / Полка 4 / Стеллаж Б,
"Запрос на согласование ТС, ИТП, ИВК, ВК водомерный узел",Документ,b2ac1302-dda0-4f0b-974d-c4f9e7d8a8a5,,,2200,12.10.2022,Коробка 'Коробка 3Б4' / Полка 4 / Стеллаж Б,
"Строительства объекта Филиал Котельники государственного казенного учреждения здравоохранения московской области Центр по профилактике и борьбе со СПИДом и инфекционными заболеваниями для амбулаторного приема взрослых и детей на 360 посещений в смену по адресу: г. Котельники, мкр. Силикат д.41А.Рабочая документация. Индивидуальный тепловой пункт. Электрооборудование.",Документ,b2ac1302-dda0-4f0b-974d-c4f9e7d8a8a5,,,01-ПД/2022-ИТП.ЭО,2022,Коробка 'Коробка 3Б4' / Полка 4 / Стеллаж Б,
"Строительства объекта Филиал Котельники государственного казенного учреждения здравоохранения московской области Центр по профилактике и борьбе со СПИДом и инфекционными заболеваниями для амбулаторного приема взрослых и детей на 360 посещений в смену по адресу: г. Котельники, мкр. Силикат д.41А.Рабочая документация. Индивидуальный тепловой пункт. Узел учета тепловой энергиию.",Документ,b2ac1302-dda0-4f0b-974d-c4f9e7d8a8a5,,,01-ПД/2022-ИТП.УУТЭ,2022,Коробка 'Коробка 3Б4' / Полка 4 / Стеллаж Б,
"Строительства объекта Филиал Котельники государственного казенного учреждения здравоохранения московской области Центр по профилактике и борьбе со СПИДом и инфекционными заболеваниями для амбулаторного приема взрослых и детей на 360 посещений в смену по адресу: г. Котельники, мкр. Силикат д.41А.Рабочая документация. Индивидуальный тепловой пункт. Автоматизация",Документ,b2ac1302-dda0-4f0b-974d-c4f9e7d8a8a5,,,01-ПД/2022-ИТП.АТМ,06.12.2022,Коробка 'Коробка 3Б4' / Полка 4 / Стеллаж Б,
"Строительства объекта Филиал Котельники государственного казенного учреждения здравоохранения московской области Центр по профилактике и борьбе со СПИДом и инфекционными заболеваниями для амбулаторного приема взрослых и детей на 360 посещений в смену по адресу: г. Котельники, мкр. Силикат д.41А.Рабочая документация. Индивидуальный тепловой пункт. Тепломеханическая часть",Документ,b2ac1302-dda0-4f0b-974d-c4f9e7d8a8a5,,,01-ПД/2022-ИТП.ТМ,06.12.2022,Коробка 'Коробка 3Б4' / Полка 4 / Стеллаж Б,
"Строительства объекта Филиал Котельники государственного казенного учреждения здравоохранения московской области Центр по профилактике и борьбе со СПИДом и инфекционными заболеваниями для амбулаторного приема взрослых и детей на 360 посещений в смену по адресу: г. Котельники, мкр. Силикат д.41А.Рабочая документация. Система индивидуальный тепловой пункт. Электрооборудование.",Документ,,Б,4,"01-Пд/2022-ИТП,ЭО",2023,Полка 4,
"Строительства объекта Филиал Котельники государственного казенного учреждения здравоохранения московской области Центр по профилактике и борьбе со СПИДом и инфекционными заболеваниями для амбулаторного приема взрослых и детей на 360 посещений в смену по адресу: г. Котельники, мкр. Силикат д.41А. Исполнительная документация. Индивидуальный тепловой пункт. тепломеханическая часть.",Документ,,Б,4,01-ПД/2022-ИТП.ТМ,2023,Полка 4,
"Строительства объекта Филиал Котельники государственного казенного учреждения здравоохранения московской области Центр по профилактике и борьбе со СПИДом и инфекционными заболеваниями для амбулаторного приема взрослых и детей на 360 посещений в смену по адресу: г. Котельники, мкр. Силикат д.41А. Исполнительная документация. Система узел учета тепловой энергии индивидуального теплового пункта.",Документ,,Б,4,01-ПД/2022-ИТП.УУТЭ,2023,Полка 4,
"Строительства объекта Филиал Котельники государственного казенного учреждения здравоохранения московской области Центр по профилактике и борьбе со СПИДом и инфекционными заболеваниями для амбулаторного приема взрослых и детей на 360 посещений в смену по адресу: г. Котельники, мкр. Силикат д.41А.Рабочая документация. Индивидуальный тепловой пункт. Электрооборудование",Документ,,Б,4,01-ПД/2022-ИТП.ЭО,06.12.2022,Полка 4,
"Строительства объекта Филиал Котельники государственного казенного учреждения здравоохранения московской области Центр по профилактике и борьбе со СПИДом и инфекционными заболеваниями для амбулаторного приема взрослых и детей на 360 посещений в смену по адресу: г. Котельники, мкр. Силикат д.41А.Рабочая документация. Индивидуальный тепловой пункт. Электрооборудование. старый",Документ,,Б,4,01-ПД/2022-ИТП.ЭО,06.12.2022,Полка 4,
"Строительства объекта Филиал Котельники государственного казенного учреждения здравоохранения московской области Центр по профилактике и борьбе со СПИДом и инфекционными заболеваниями для амбулаторного приема взрослых и детей на 360 посещений в смену по адресу: г. Котельники, мкр. Силикат д.41А.Рабочая документация. Наружные сети водоотведения.",Документ,,Б,4,01-ПД/2022-НК,06.12.2022,Полка 4,
"Строительства объекта Филиал Котельники государственного казенного учреждения здравоохранения московской области Центр по профилактике и борьбе со СПИДом и инфекционными заболеваниями для амбулаторного приема взрослых и детей на 360 посещений в смену по адресу: г. Котельники, мкр. Силикат д.41А.Рабочая документация. Индивидуальный тепловой пункт. Автоматизация. новый",Документ,,Б,4,01-Пд/2022-ИТП.АТМ,06.12.2022,Полка 4,
"Строительства объекта Филиал Котельники государственного казенного учреждения здравоохранения московской области Центр по профилактике и борьбе со СПИДом и инфекционными заболеваниями для амбулаторного приема взрослых и детей на 360 посещений в смену по адресу: г. Котельники, мкр. Силикат д.41А.Рабочая документация. Наружные сети водоснабжения",Документ,,Б,4,01-ПД/2022-НВ,06.12.2022,Полка 4,
"Строительства объекта Филиал Котельники государственного казенного учреждения здравоохранения московской области Центр по профилактике и борьбе со СПИДом и инфекционными заболеваниями для амбулаторного приема взрослых и детей на 360 посещений в смену по адресу: г. Котельники, мкр. Силикат д.41А.Рабочая документация. Индивидуальный тепловой пункт. Узел учета тепловой энергии. старый",Документ,,Б,4,01-ПД/2022-ИТП.УУТЭ,06.12.2022,Полка 4,
"Строительства объекта Филиал Котельники государственного казенного учреждения здравоохранения московской области Центр по профилактике и борьбе со СПИДом и инфекционными заболеваниями для амбулаторного приема взрослых и детей на 360 посещений в смену по адресу: г. Котельники, мкр. Силикат д.41А.Рабочая документация. Тепловые сети",Документ,,Б,4,01-ПД/2022-ТС,06.12.2022,Полка 4,
"Строительства объекта Филиал Котельники государственного казенного учреждения здравоохранения московской области Центр по профилактике и борьбе со СПИДом и инфекционными заболеваниями для амбулаторного приема взрослых и детей на 360 посещений в смену по адресу: г. Котельники, мкр. Силикат д.41А. Исполнительная документация. Ливневая канализация К2.",Документ,,Б,4,01-ПД/2022-ИОС3.2 ООО АКБ Горорд,2022,Полка 4,
"Строительства объекта Филиал Котельники государственного казенного учреждения здравоохранения московской области Центр по профилактике и борьбе со СПИДом и инфекционными заболеваниями для амбулаторного приема взрослых и детей на 360 посещений в смену по адресу: г. Котельники, мкр. Силикат д.41А.Рабочая документация. Индивидуальный тепловой пункт. Тепломеханчиская часть. старый",Документ,,Б,4,01-ПД/2022-ИТП.ТМ,06.12.2022,Полка 4,
"Строительства объекта Филиал Котельники государственного казенного учреждения здравоохранения московской области Центр по профилактике и борьбе со СПИДом и инфекционными заболеваниями для амбулаторного приема взрослых и детей на 360 посещений в смену по адресу: г. Котельники, мкр. Силикат д.41А.Рабочая документация. Индивидуальный тепловой пункт. Узел учета тепловой энергии. новый",Документ,,Б,4,01-ПД/2022-ИТП.УУТЭ,06.12.2022,Полка 4,
"Строительства объекта Филиал Котельники государственного казенного учреждения здравоохранения московской области Центр по профилактике и борьбе со СПИДом и инфекционными заболеваниями для амбулаторного приема взрослых и детей на 360 посещений в смену по адресу: г. Котельники, мкр. Силикат д.41А.Рабочая документация. Индивидуальный тепловой пункт. Тепломеханическая часть. новый",Документ,,Б,4,01-ПД/2022-ИТП.ТМ,06.12.2022,Полка 4,
Рабочая документация Наружные сети водоснабжения (шифр 4795-41А-22-НВ) в 2 экз.,Документ,,Б,4,2366,31.10.2022,Полка 4,
